crawl_date,Address,Content_Type,Status_Code,Status,Indexability,Indexability_Status,Title_1,Title_1_Length,Title_1_Pixel_Width,Meta_Description_1,Meta_Description_1_Length,Meta_Description_1_Pixel_Width,Meta_Keywords_1,Meta_Keywords_1_Length,H1_1,H1_1_Length,H2_1,H2_1_Length,H2_2,H2_2_Length,Meta_Robots_1,X_Robots_Tag_1,Meta_Refresh_1,Canonical_Link_Element_1,rel_next_1,rel_prev_1,HTTP_rel_next_1,HTTP_rel_prev_1,amphtml_Link_Element,Size_bytes,Transferred_bytes,Total_Transferred_bytes,CO2_mg,Carbon_Rating,Word_Count,Sentence_Count,Average_Words_Per_Sentence,Flesch_Reading_Ease_Score,Readability,Text_Ratio,Crawl_Depth,Folder_Depth,Link_Score,Inlinks,Unique_Inlinks,Unique_JS_Inlinks,of_Total,Outlinks,Unique_Outlinks,Unique_JS_Outlinks,External_Outlinks,Unique_External_Outlinks,Unique_External_JS_Outlinks,Closest_Near_Duplicate_Match,No_Near_Duplicates,Spelling_Errors,Grammar_Errors,Hash,Response_Time,Last_Modified,Redirect_URL,Redirect_Type,Cookies,Language,HTTP_Version,Clicks,Impressions,CTR,Position,URL_Inspection_API_Status,URL_Inspection_API_Error,Summary,Coverage,Last_Crawl,Days_Since_Last_Crawled,Crawled_As,Crawl_Allowed,Page_Fetch,Indexing_Allowed,User_Declared_Canonical,Google_Selected_Canonical,Mobile_Usability,Mobile_Usability_Issues,AMP_Results,AMP_Issues,Rich_Results,Rich_Results_Types,Rich_Results_Type_Errors,Rich_Results_Type_Warnings,Performance_Score,First_Contentful_Paint_Time_ms,Speed_Index_Time_ms,Largest_Contentful_Paint_Time_ms,Time_to_Interactive_ms,Total_Blocking_Time_ms,Cumulative_Layout_Shift,Total_Size_Savings_Bytes,Total_Time_Savings_ms,Total_Requests,Total_Page_Size_Bytes,HTML_Size_Bytes,HTML_Count,Image_Size_Bytes,Image_Count,CSS_Size_Bytes,CSS_Count,JavaScript_Size_Bytes,JavaScript_Count,Font_Size_Bytes,Font_Count,Media_Size_Bytes,Media_Count,Other_Size_Bytes,Other_Count,Third_Party_Size_Bytes,Third_Party_Count,Core_Web_Vitals_Assessment,CrUX_Largest_Contentful_Paint_Time_ms,CrUX_Interaction_to_Next_Paint_ms,CrUX_Cumulative_Layout_Shift,CrUX_First_Contentful_Paint_Time_ms,Minify_CSS_Savings_ms,Minify_CSS_Savings_Bytes,Minify_JavaScript_Savings_ms,Minify_JavaScript_Savings_Bytes,Reduce_Unused_CSS_Savings_ms,Reduce_Unused_CSS_Savings_Bytes,Reduce_Unused_JavaScript_Savings_ms,Reduce_Unused_JavaScript_Savings_Bytes,JavaScript_Execution_Time_ms,JavaScript_Execution_Time_Category,Minimize_Main_Thread_Work_ms,Minimize_Main_Thread_Work_Category,Network_Payload_Size_Bytes,User_Timing_Marks_and_Measures,Number_of_Redirects,Server_Responds_Quickly,Applies_Text_Compression,LCP_Request_Discovery,LCP_Breakdown,Render_Blocking_Requests_Savings_ms,Preconnect_Candidates_Savings_ms,Maximum_Critical_Path_Latency_ms,Use_Efficient_Cache_Lifetimes_Savings_Bytes,Layout_Shift_Culprits,DOM_Size,Improve_Image_Delivery_Savings_Bytes,Forced_Reflow_Savings_ms,Legacy_JavaScript_Savings_Bytes,Duplicated_JavaScript_Bytes,Font_Display_Savings_ms,3rd_Parties,Target_Size,Content_Width,Font_Display_Size,Viewport,Mobile_Alternate_Link,Closest_Semantically_Similar_Address,Semantic_Similarity_Score,No_Semantically_Similar,Semantic_Relevance_Score,URL_Encoded_Address,Crawl_Timestamp
2026-05-13,https://almapay.com/sitemap.xml,application/xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,185,150,150,0.057,,0,,,,,0.000,0,0,,0,0,0,0.000,0,0,0,0,0,0,,,,,74107fc27986851fc3be882bb09aea68,0.072,"Wed, 13 May 2026 11:00:15 GMT",,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://almapay.com/sitemap.xml,2026-05-13 13:28:30
2026-05-13,https://almapay.com/sitemap-0.xml,application/xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,103278,7326,7326,2.806,,0,,,,,0.000,,0,,0,0,0,0.000,0,0,0,0,0,0,,,,,e31e5a9f30a2f40578b8686308211fdb,0.040,"Wed, 13 May 2026 11:00:49 GMT",,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://almapay.com/sitemap-0.xml,2026-05-13 13:28:32
2026-05-13,https://almapay.com/,text/html; charset=utf-8,200,OK,Indexable,,Payment in installments. Simple. Guaranteed. | Alma,51,471,Let your customers pay at their own pace: in instalments or later. Improve their payment experience and boost your turnover by 20%.,131,816,,0,Flexible and guaranteed instalment payments,43,An essential performance driver,31,A trusted solution for merchants,32,,,,https://almapay.com/,,,,,,250141,55740,55740,21.353,,1502,242,6.207,67.834,Normal,4.143,0,0,100,1531,598,0,99.340,55,27,0,12,9,0,,,,,db0e9a6a846ad6ebb4865fb9a353f677,0.049,,,,,en-FR,1.1,1847,117778,0.016,16.130,Error,"Request skipped, quota exceeded",,,,,,,,,,,,,,,,,,,41,2701.000,5308.852,9855.000,11578.915,1567.000,0.000,616908,2850,80,1668521,57332,1,126563,27,35061,4,1303026,30,84951,4,0,0,61588,14,162162,40,Pass,1386.000,113,0.000,1114.000,0,0,0,0,150,24463,2700,592445,2699.779,Poor,4216.073,Poor,1668521,7,Avoids redirects,Server responds quickly (observed 7 ms),Applies text compression,,2 resources found,2254,,540,28341,2 resources found,1294,0,35,22091,,30,9 resources found,100,,,100,,,,,,https://almapay.com/,2026-05-13 13:28:30
2026-05-13,https://almapay.com/es-ES/soluciones/pago-aplazado-prestashop,text/html; charset=utf-8,200,OK,Indexable,,Pago aplazado en PrestaShop - Simple y rápido | Alma,52,483,Solución de pago aplazado en PrestaShop. Instalación mediante módulo oficial. Sin suscripción. Sin tarifas ocultas. Pagos 100 % garantizados con Alma.,150,945,,0,Pago aplazado en PrestaShop con Alma,36,La solución de pago aplazado para e-commerce en PrestaShop,58,Impulsa tu crecimiento con el pago a plazos,43,,,,https://almapay.com/es-ES/soluciones/pago-aplazado-prestashop,,,,,,257415,56671,56671,21.710,,1297,214,6.061,47.529,Hard,3.385,4,2,1,9,6,0,1.000,52,25,0,10,8,0,,,,,f34d577fa624ea9067d2f8d02df4914b,0.049,,,,,es-ES,1.1,0,22,0.000,20.950,Error,"Request skipped, quota exceeded",,,,,,,,,,,,,,,,,,,36,2851.000,7290.326,10664.775,11594.300,1735.500,0.000,609500,2550,85,1679528,57508,1,113643,29,35030,4,1305286,31,115272,5,0,0,52789,15,179234,43,,,,,,0,0,0,0,0,24372,2550,585128,3143.286,Poor,4974.479,Poor,1679528,7,Avoids redirects,Server responds quickly (observed 12 ms),Applies text compression,,2 resources found,2286,,1741,28335,1 resource found,1198,33467,63,22091,,25,9 resources found,100,,,100,,,,,,https://almapay.com/es-ES/soluciones/pago-aplazado-prestashop,2026-05-13 13:28:33
2026-05-13,https://almapay.com/global,text/html; charset=utf-8,200,OK,Indexable,,Alma in your country! | Alma,28,249,Let your customers pay at their own pace: in instalments or later. Improve their payment experience and boost your turnover by 20%.,131,816,,0,Alma in your country!,21,Your country is not on the list?,32,,0,,,,https://almapay.com/global,,,,,,141208,31691,31691,12.140,,106,27,3.926,90.316,Very Easy,1.206,1,0,63,299,297,0,49.340,54,26,0,10,9,0,,,,,d2a1cf1fc4f126899f6b83264e29093a,0.030,,,,,en-FR,1.1,235,8179,0.029,4.700,Error,"Request skipped, quota exceeded",,,,,,,,,,,,,,,,,,,46,2551.008,4855.770,9320.029,9692.529,1093.500,0.000,639247,2850,64,1512104,32500,1,15312,11,35036,4,1250886,28,85273,4,0,0,93097,16,50918,24,,,,,,0,0,0,0,150,25452,2700,613795,1979.963,Poor,2895.379,Poor,1512104,7,Avoids redirects,Server responds quickly (observed 3 ms),Applies text compression,,2 resources found,2282,,261,34878,2 resources found,489,0,0,21982,,10,10 resources found,100,,,100,,,,,,https://almapay.com/global,2026-05-13 13:28:42
2026-05-13,https://almapay.com/products/payment-in-2-3-or-4-installments,text/html; charset=utf-8,200,OK,Indexable,,Boost your sales with payment in instalments | Alma,51,466,Let your customers pay at their own pace: in instalments or later. Improve their payment experience and boost your turnover by 20%.,131,816,,0,"Boost your sales with payments in 2, 3, or 4 installments",57,Accelerate your growth with split payments,42,An essential sales lever,24,,,,https://almapay.com/products/payment-in-2-3-or-4-installments,,,,,,270765,64824,64824,24.833,,1223,204,5.995,69.319,Normal,3.148,1,1,16,105,51,0,8.470,61,26,0,10,9,0,,,,,306fe760808594c68430838655ed3ed5,0.086,,,,,en-FR,1.1,44,3817,0.011,4.630,Error,"Request skipped, quota exceeded",,,,,,,,,,,,,,,,,,,42,2851.000,5262.254,9552.000,11262.556,1303.500,0.000,611945,2700,94,1670172,65343,1,87769,38,34677,4,1304336,31,115270,5,0,0,62777,15,153008,52,,,,,,0,0,0,0,150,24240,2550,587705,2405.987,Poor,3839.156,Poor,1670172,7,Avoids redirects,Server responds quickly (observed 18 ms),Applies text compression,,2 resources found,2283,,370,28300,1 resource found,1322,0,198,22091,,15,9 resources found,100,,,100,,,,,,https://almapay.com/products/payment-in-2-3-or-4-installments,2026-05-13 13:28:42
2026-05-13,https://almapay.com/fr-BE,text/html; charset=utf-8,200,OK,Indexable,,La solution de paiement en plusieurs fois - Simple avec Alma,60,543,Offrez le paiement en plusieurs fois en ligne et en boutique à vos clients. Jusqu'à 15% de conversions en plus. Installation rapide et sans frais cachés.,153,913,,0,"Le paiement en plusieurs fois, flexible et garanti",50,Un levier de performance incontournable,39,Une solution de confiance pour les commerçants,46,,,,https://almapay.com/fr-BE,,,,,,248954,59139,59139,22.655,,1765,261,6.762,74.006,Fairly Easy,4.824,1,0,48,1006,476,0,79.070,54,24,0,12,9,0,,,,,6318de8f2d5e4f0d257bc5dc6e1dc1aa,0.054,,,,,fr-BE,1.1,1763,19535,0.090,4.510,Error,"Request skipped, quota exceeded",,,,,,,,,,,,,,,,,,,44,2851.001,5448.258,10462.701,10477.701,987.000,0.001,613452,2850,74,1613304,59346,1,55676,23,34960,4,1298042,29,115268,5,0,0,50012,12,121282,37,Pass,1136.000,103,0.010,853.000,0,0,0,0,150,24324,2700,589128,1932.769,Poor,2968.162,Poor,1613304,7,Avoids redirects,Server responds quickly (observed 10 ms),Applies text compression,,2 resources found,2282,,339,28333,3 resources found,1221,0,73,22091,,40,9 resources found,100,,,100,,,,,,https://almapay.com/fr-BE,2026-05-13 13:28:43
2026-05-13,https://almapay.com/pages/leadership-principles,text/html; charset=utf-8,200,OK,Non-Indexable,noindex,Leadership and communication principles at Alma | Alma,54,509,Let your customers pay at their own pace: in instalments or later. Improve their payment experience and boost your turnover by 20%.,131,816,,0,Our leadership and communication principles,43,The Alma philosophy,19,"Why we care about leadership (and why you should, too)",54,noindex,,,https://almapay.com/pages/leadership-principles,,,,,,177514,44991,44991,17.235,,1547,218,7.096,76.970,Fairly Easy,5.620,1,1,12,46,43,0,7.140,49,26,0,13,10,0,,,,,f75bde334ec72df6d7c4b79d9300a9d7,0.035,,,,,en-FR,1.1,,,,,,,,,,,,,,,,,,,,,,,,,61,2701.067,3557.565,3514.087,11470.697,1241.000,0.000,648272,300,57,1516634,45821,1,49334,8,34600,4,1249110,27,85269,4,0,0,52500,13,84578,21,,,,,,0,0,0,0,300,24904,0,623368,2205.517,Poor,3619.066,Poor,1516634,7,Avoids redirects,Server responds quickly (observed 3 ms),Applies text compression,,2 resources found,2311,,776,28302,1 resource found,667,18855,0,22091,,35,9 resources found,100,,,100,,,,,,https://almapay.com/pages/leadership-principles,2026-05-13 13:28:43
2026-05-13,https://almapay.com/de-DE,text/html; charset=utf-8,200,OK,Indexable,,Die Ratenzahlung. Einfach. Garantiert. | Alma,45,400,Lassen Sie Ihre Kunden in ihrem eigenen Tempo bezahlen: in Raten oder später. Verbessern Sie ihr Zahlungserlebnis und steigern Sie Ihren Umsatz um 20 %.,152,955,,0,Erleichtern Sie hochpreisige Käufe mit sicherer Ratenzahlung,60,Ein entscheidender Erfolgsfaktor,32,Eine vertrauenswürdige Lösung für Händler,41,,,,https://almapay.com/de-DE,,,,,,207407,53084,53084,20.335,,736,143,5.147,49.193,Hard,2.987,1,0,49,989,455,0,75.580,43,20,0,11,8,0,,,,,795005d12522435e4fe994309a53b894,0.034,,,,,de-DE,1.1,733,18707,0.039,6.000,Error,"Request skipped, quota exceeded",,,,,,,,,,,,,,,,,,,73,2701.001,3619.962,3405.001,9491.304,520.000,0.021,615935,150,78,1595396,54320,1,79388,28,35030,4,1299005,29,84954,4,0,0,42699,12,114983,41,,,,,,0,0,0,0,150,24412,0,591523,1318.027,Poor,2092.908,Poor,1595396,7,Avoids redirects,Server responds quickly (observed 7 ms),Applies text compression,,2 resources found,2253,,197,28340,1 resource found,1002,34341,54,22091,,15,9 resources found,100,,,100,,,,,,https://almapay.com/de-DE,2026-05-13 13:28:44
2026-05-13,https://almapay.com/it-IT,text/html; charset=utf-8,200,OK,Indexable,,Il pagamento a rate. Semplice. Garantito. | Alma,48,428,Lascia che i tuoi clienti paghino al loro ritmo: a rate o successivamente. Migliora la loro esperienza di pagamento e aumenta il tuo fatturato del 20%.,151,905,,0,Il pagamento a rate. Semplice. Garantito.,41,Un acceleratore di performance essenziale,41,Una soluzione di fiducia per i commercianti,43,,,,https://almapay.com/it-IT,,,,,,249511,59902,59902,22.947,,1341,213,6.296,28.217,Very Hard,3.839,1,0,47,964,378,0,62.790,54,26,0,11,8,0,,,,,b36819f65a41afc43fa48f1cb19a1f2,0.042,,,,,it-IT,1.1,9403,64209,0.146,10.350,Error,"Request skipped, quota exceeded",,,,,,,,,,,,,,,,,,,40,2851.013,5602.150,10437.200,10452.200,972.574,0.125,612970,2850,95,1739387,60704,1,138782,35,34676,4,1306710,32,115268,5,0,0,83247,18,204038,49,Pass,1911.000,128,0.000,1505.000,0,0,0,0,150,24302,2700,588668,1919.680,Poor,3009.035,Poor,1739387,7,Avoids redirects,Server responds quickly (observed 8 ms),Applies text compression,,2 resources found,2253,,295,28301,3 resources found,1340,36395,0,22091,,20,9 resources found,100,,,100,,,,,,https://almapay.com/it-IT,2026-05-13 13:28:44
